epic,side,size,entry_price,exit_price,entry_time,exit_time,pnl,fees,return_pct
EURUSD,BUY,1732.8058245761802,1.152795,1.1515965024197574,2026-06-18T06:15:00+00:00,2026-06-18T07:00:00+00:00,-2.0768,0.0,-0.00104
GBPUSD,BUY,1499.0852111228437,1.332515,1.330946034720863,2026-06-18T06:15:00+00:00,2026-06-18T07:00:00+00:00,-2.352,0.0,-0.001177
GBPUSD,SELL,1500.9324348978746,1.330145,1.3277978880913281,2026-06-18T07:00:00+00:00,2026-06-18T08:15:00+00:00,3.5229,0.0,0.001765
EURUSD,SELL,1734.3144036723231,1.151195,1.1495270521954486,2026-06-18T07:00:00+00:00,2026-06-18T08:30:00+00:00,2.8927,0.0,0.001449
GBPUSD,BUY,1513.2158766205948,1.320335,1.322816683800783,2026-06-19T08:00:00+00:00,2026-06-19T08:30:00+00:00,3.7553,0.0,0.00188
EURUSD,BUY,1743.6177703418032,1.145875,1.1476773798139703,2026-06-19T08:15:00+00:00,2026-06-19T18:15:00+00:00,3.1427,0.0,0.001573
GBPUSD,SELL,1515.1616972645422,1.31941,1.3217001977202258,2026-06-21T21:00:00+00:00,2026-06-22T00:15:00+00:00,-3.47,0.0,-0.001736
GBPUSD,BUY,1511.051274208979,1.322575,1.3207105186873804,2026-06-22T01:30:00+00:00,2026-06-22T04:00:00+00:00,-2.8173,0.0,-0.00141
EURUSD,SELL,1743.8124824482632,1.14632,1.1446207403814335,2026-06-21T22:00:00+00:00,2026-06-22T07:30:00+00:00,2.9632,0.0,0.001482
GBPUSD,SELL,1513.06261676556,1.320595,1.318520905287497,2026-06-22T04:00:00+00:00,2026-06-22T08:15:00+00:00,3.1382,0.0,0.001571
GBPUSD,BUY,1511.4736212768769,1.322745,1.3259173646572078,2026-06-22T09:30:00+00:00,2026-06-22T12:30:00+00:00,4.7949,0.0,0.002398
EURUSD,BUY,1745.1971791470125,1.146165,1.1447813122301589,2026-06-22T12:30:00+00:00,2026-06-22T13:00:00+00:00,-2.4148,0.0,-0.001207
EURUSD,SELL,1747.217656433358,1.144415,1.14240507729768,2026-06-22T13:00:00+00:00,2026-06-22T18:45:00+00:00,3.5118,0.0,0.001756
EURUSD,BUY,1748.7784727329545,1.14386,1.1426869903349282,2026-06-23T07:15:00+00:00,2026-06-23T07:30:00+00:00,-2.0513,0.0,-0.001025
GBPUSD,SELL,1510.628535834861,1.324125,1.3227693979458823,2026-06-23T00:15:00+00:00,2026-06-23T07:30:00+00:00,2.0478,0.0,0.001024
EURUSD,SELL,1751.7053390660171,1.141535,1.139690807966507,2026-06-23T07:30:00+00:00,2026-06-23T10:45:00+00:00,3.2305,0.0,0.001616
GBPUSD,BUY,1515.367249511716,1.32055,1.319505,2026-06-23T21:00:00+00:00,2026-06-24T00:15:00+00:00,-1.5836,0.0,-0.000791
GBPUSD,SELL,1516.1665186746359,1.319505,1.3205039283326108,2026-06-24T00:15:00+00:00,2026-06-24T02:15:00+00:00,-1.5145,0.0,-0.000757
GBPUSD,BUY,1515.121754425439,1.320355,1.319286441620822,2026-06-24T02:15:00+00:00,2026-06-24T02:45:00+00:00,-1.619,0.0,-0.000809
GBPUSD,SELL,1516.2546206896122,1.319015,1.3201522773779648,2026-06-24T02:45:00+00:00,2026-06-24T03:30:00+00:00,-1.7244,0.0,-0.000862
GBPUSD,BUY,1514.0533746599447,1.320845,1.3195981931987717,2026-06-24T06:00:00+00:00,2026-06-24T06:15:00+00:00,-1.8877,0.0,-0.000944
GBPUSD,SELL,1515.4771709732913,1.319215,1.3174405190982892,2026-06-24T06:15:00+00:00,2026-06-24T08:00:00+00:00,2.6892,0.0,0.001345
EURUSD,BUY,1761.616673405423,1.135325,1.134935,2026-06-24T15:30:00+00:00,2026-06-25T00:15:00+00:00,-0.687,0.0,-0.000344
GBPUSD,BUY,1518.9349209756272,1.316845,1.316125,2026-06-24T20:30:00+00:00,2026-06-25T00:15:00+00:00,-1.0936,0.0,-0.000547
EURUSD,SELL,1761.7096567210015,1.134935,1.1358365062714386,2026-06-25T00:15:00+00:00,2026-06-25T01:00:00+00:00,-1.5882,0.0,-0.000794
GBPUSD,SELL,1519.173073775335,1.316125,1.317395,2026-06-25T00:15:00+00:00,2026-06-25T01:00:00+00:00,-1.9293,0.0,-0.000965
EURUSD,BUY,1759.623841390803,1.136195,1.1352310388927294,2026-06-25T01:00:00+00:00,2026-06-25T06:45:00+00:00,-1.6962,0.0,-0.000848
EURUSD,SELL,1760.218716079326,1.135235,1.136217068873487,2026-06-25T06:45:00+00:00,2026-06-25T08:00:00+00:00,-1.7287,0.0,-0.000865
GBPUSD,BUY,1517.3358855378817,1.317395,1.3190348583501375,2026-06-25T01:00:00+00:00,2026-06-25T08:15:00+00:00,2.4882,0.0,0.001245
EURUSD,BUY,1757.6694696651903,1.137165,1.135982247592271,2026-06-25T08:30:00+00:00,2026-06-25T10:00:00+00:00,-2.0789,0.0,-0.00104
EURUSD,SELL,1759.7954953605656,1.135415,1.1339062475193429,2026-06-25T10:15:00+00:00,2026-06-25T11:15:00+00:00,2.6551,0.0,0.001329
GBPUSD,SELL,1517.5951872409887,1.316825,1.318249106536264,2026-06-25T10:45:00+00:00,2026-06-25T12:30:00+00:00,-2.1612,0.0,-0.001081
GBPUSD,BUY,1514.286163148571,1.319715,1.320535,2026-06-25T13:15:00+00:00,2026-06-25T14:45:00+00:00,1.2417,0.0,0.000621
EURUSD,BUY,1758.2749590127682,1.136445,1.137955,2026-06-25T13:45:00+00:00,2026-06-25T14:45:00+00:00,2.655,0.0,0.001329
